Protein accession	Gene	Associated gene ID	Description	Coverage	# Proteins	Proteins in group	miR FASP_# Unique peptides	miR FASP_# Peptides	miR FASP_# PSMs	miR FASP_Protein error probability	miR FASP_q-value	miR FASP_PEP	miR FASP_MS1 precursor area	miR FASP_tmt10plex_126	miR FASP_tmt10plex_126 - # quanted PSMs	miR FASP_tmt10plex_127N	miR FASP_tmt10plex_127N - # quanted PSMs	miR FASP_tmt10plex_127C	miR FASP_tmt10plex_127C - # quanted PSMs	miR FASP_tmt10plex_128N	miR FASP_tmt10plex_128N - # quanted PSMs	miR FASP_tmt10plex_128C	miR FASP_tmt10plex_128C - # quanted PSMs	miR FASP_tmt10plex_129N	miR FASP_tmt10plex_129N - # quanted PSMs	miR FASP_tmt10plex_129C	miR FASP_tmt10plex_129C - # quanted PSMs	miR FASP_tmt10plex_130N	miR FASP_tmt10plex_130N - # quanted PSMs	miR FASP_tmt10plex_130C	miR FASP_tmt10plex_130C - # quanted PSMs	miR FASP_tmt10plex_131	miR FASP_tmt10plex_131 - # quanted PSMs
CCDC23	NA	ENSG00000177868	coiled-coil domain containing 23 [Source:HGNC Symbol;Acc:HGNC:29204]	NA	na	NA	3	3	3	7.925974451889417e-10	0.0	0.00162245	7568414.666666667	0.972710430970667	3	1.02072964654079	3	0.928451782170923	3	1.03766195653925	3	1.09862599148685	3	1.11171610171467	3	1.03272668008889	3	0.937728567048068	3	1.01322293821737	3	1.28930155218139	3
CCDC25	NA	ENSG00000147419	coiled-coil domain containing 25 [Source:HGNC Symbol;Acc:HGNC:25591]	NA	na	NA	7	7	11	1.931129883162241e-23	0.0	0.00162245	31201154.666666668	0.974576141608304	11	1.05913144144227	11	0.925238221560923	11	1.04697459956515	11	0.977191251682346	11	0.915871878584564	11	1.03606531929952	11	1.02646380809904	11	1.02619867010765	11	0.885378771046997	11
CCDC28A	NA	ENSG00000024862	coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]	NA	na	NA	3	3	4	1.2729037746172176e-16	0.0	0.00162245	4442987.333333333	1.07773651595153	4	1.02663898447814	4	1.0259602204408	4	1.03466745396808	4	0.932043052885882	4	1.04320537013979	4	0.872171096293679	4	1.01916891049797	4	1.09167691723147	4	1.13293511447421	4
CCDC28B	NA	ENSG00000160050	coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]	NA	na	NA	2	2	5	8.753306448e-10	0.0	0.00162245	12038189.0	0.912751007866084	5	1.02365444243966	5	1.06005383653307	5	0.815113267437362	5	0.936906455466778	5	0.909815975589648	5	0.777682127877459	5	1.10751447719502	5	1.09466282032396	5	0.852632191323457	5
CCDC34	NA	ENSG00000109881	coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]	NA	na	NA	1	1	1	0.000199861	0.000269579	0.0520118	2864262.0	1.03154691685789	1	1.24637876975664	1	1.20714013848774	1	0.692571270973733	1	1.13432402894674	1	1.22597396061355	1	0.887339957829516	1	0.850438517235253	1	1.07772207350015	1	1.05804928928445	1
CCDC40	NA	ENSG00000141519	coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:HGNC:26090]	NA	na	NA	1	1	1	0.175906	0.10031	1.0	NA	0.819529159619191	1	0.520208839219918	1	0.544264100437553	1	1.21190040554855	1	0.786966984347837	1	1.25854951172971	1	1.30234670825701	1	1.36891670859064	1	1.28127561078871	1	0.927674019971656	1
CCDC42B	NA	ENSG00000186710	coiled-coil domain containing 42B [Source:HGNC Symbol;Acc:HGNC:37100]	NA	na	NA	1	1	1	0.280671	0.10031	1.0	134204784.0	1.01738337260373	1	0.725536293880375	1	0.919241358496321	1	0.907230665535207	1	1.0700475887216	1	1.05079338197959	1	1.01573850317553	1	0.92336894234094	1	0.870225068705455	1	0.975014994899285	1
CCDC43	NA	ENSG00000180329	coiled-coil domain containing 43 [Source:HGNC Symbol;Acc:HGNC:26472]	NA	na	NA	5	5	22	4.036283651604002e-23	0.0	0.00162245	59480932.0	1.07094124421362	22	1.0645783974331	22	0.95677690217521	22	1.00972663247578	22	0.993178824897687	22	1.09964935013289	22	0.958671805162922	22	0.962226746242392	22	0.965061565490255	22	1.07110426261377	22
CCDC47	NA	ENSG00000108588	coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]	NA	na	NA	26	30	66	2.6967070428251677e-103	0.0	0.00162245	157840720.0	1.03026316445103	52	1.02135475614827	51	0.964244289185277	52	1.02411461593355	51	1.05345776154656	51	1.06179708840722	52	0.968063626277612	52	0.949022718629208	52	0.954885528358525	52	1.04229134651773	52
CCDC50	NA	ENSG00000152492	coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]	NA	na	NA	19	19	50	5.5746111725995465e-89	0.0	0.00162245	434800773.3333333	1.03086848977312	49	1.04079822874638	49	1.08784731676024	49	1.10261221418913	50	1.00229805713344	50	1.29819587249817	50	1.01924607083609	50	0.989281665524397	50	0.985468455708809	50	1.1589647571458	50
CCDC51	NA	ENSG00000164051	coiled-coil domain containing 51 [Source:HGNC Symbol;Acc:HGNC:25714]	NA	na	NA	12	12	28	3.925256491042385e-55	0.0	0.00162245	276621213.3333333	1.03515029677382	28	1.01525424281008	27	0.927835038521254	27	1.02678912901504	28	1.0115281943392	28	1.06190313920639	28	1.0245217021972	28	0.979224353426658	27	1.04976214307894	27	1.04446174021282	28
CCDC53	NA	ENSG00000120860	coiled-coil domain containing 53 [Source:HGNC Symbol;Acc:HGNC:24256]	NA	na	NA	5	5	7	1.2570649113110975e-15	0.0	0.00162245	15584871.333333334	1.07998460353861	7	1.04431262760166	7	0.862077071474446	7	1.06103739939662	7	1.02952947702953	7	0.928978070488503	7	1.015570803252	7	0.960609727630126	7	1.03206954060113	7	0.897572424579831	7
CCDC57	NA	ENSG00000176155	coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]	NA	na	NA	1	2	7	0.0548557	0.05351785	1.0	1676351.0	0.735228932121092	1	NA	0	1.13695787260381	1	1.28173317180862	1	0.742863306924256	1	1.61599550529484	1	1.73252667429034	1	1.48741717807698	1	1.11548593659514	1	1.28102505072947	1
CCDC58	NA	ENSG00000160124	coiled-coil domain containing 58 [Source:HGNC Symbol;Acc:HGNC:31136]	NA	na	NA	6	6	20	2.2913944659245786e-33	0.0	0.00162245	93293061.33333333	1.01041838336465	20	1.08709813439735	19	0.922883146956595	20	1.04150033448752	20	0.958193426622696	20	1.13794135939491	20	0.988724754722348	20	1.00254645762335	20	1.04408172284575	20	1.0529081534464	20
CCDC59	NA	ENSG00000133773	coiled-coil domain containing 59 [Source:HGNC Symbol;Acc:HGNC:25005]	NA	na	NA	5	5	12	8.610767325361241e-23	0.0	0.00162245	30569107.333333332	0.939277410755329	12	1.04001450806299	12	1.19132343076144	12	0.943452699955571	12	0.969826045341124	12	1.05173276204228	12	0.997085252488177	12	1.10088445098184	12	0.94087252997955	12	1.05899056209608	12
CCDC6	NA	ENSG00000108091	coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]	NA	na	NA	27	27	63	1.468303152695829e-112	0.0	0.00162245	197996352.0	1.05703804298139	63	1.02484375394033	63	0.891980740993214	63	1.14665894762552	63	1.01592879420993	63	1.06989772195663	63	1.11107670864962	63	0.956073443798842	63	0.954094036880834	63	0.957783457336565	63
CCDC61	NA	ENSG00000104983	coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:HGNC:33629]	NA	na	NA	3	3	6	1.565137810906184e-10	0.0	0.00162245	15357392.666666666	1.00271727006817	6	0.994181346531575	6	1.03989316025394	6	0.945247030351295	6	0.945608571988306	6	1.0252773403351	6	1.08289358892772	6	1.05049726833502	6	1.01302213625264	6	1.00565025920083	6
CCDC64	NA	ENSG00000135127	coiled-coil domain containing 64 [Source:HGNC Symbol;Acc:HGNC:28095]	NA	na	NA	1	1	1	0.122801	0.10031	1.0	980106.0	1.07836133480344	1	1.07008105170351	1	0.808888841747538	1	1.11529486516002	1	1.0117355868619	1	0.976611660097532	1	0.960596593110805	1	0.921765739928142	1	1.0489893005393	1	0.759961994917662	1
CCDC66	NA	ENSG00000180376	coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]	NA	na	NA	1	1	1	0.00060052	0.000269579	0.1176445	846390.0	0.725236959341159	1	1.08176685042048	1	0.943112696392572	1	1.00251861472642	1	0.925699130554875	1	1.15126879542091	1	0.93358008445003	1	1.32611746878647	1	1.16956656393572	1	1.15657563968227	1
CCDC71L	NA	ENSG00000253276	coiled-coil domain containing 71-like [Source:HGNC Symbol;Acc:HGNC:26685]	NA	na	NA	2	2	4	1.1254444523999999e-08	0.0	0.00162245	5025985.666666667	0.836086585667988	4	0.952273961675166	4	1.37912539338118	4	0.8860913193759	4	1.04560158673468	4	1.06379585766935	4	0.9651838861086	4	1.13426129896735	4	0.872664214070032	4	1.27460999529062	4
CCDC77	NA	ENSG00000120647	coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]	NA	na	NA	8	8	11	1.0566457115082705e-23	0.0	0.00162245	8396355.333333334	1.01461070247012	10	1.10776906049057	11	1.0302316213641	11	0.802899037092235	10	1.00937899500288	11	1.05375983018845	10	0.757728313019127	10	0.949368849854033	10	1.02665848483802	11	0.974559659179773	11
CCDC8	NA	ENSG00000169515	coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]	NA	na	NA	8	8	11	1.1321286264076426e-36	0.0	0.00162245	8644407.0	1.04346038010608	11	0.864655559790877	10	1.03792433694838	11	1.7140027884019	11	1.03667455466071	11	1.33056072962945	11	1.63938478913544	11	0.915684291748479	11	0.885225349989088	11	1.22789837211593	11
CCDC80	NA	ENSG00000091986	coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]	NA	na	NA	2	2	3	7.1200910664e-07	0.000269579	0.04036305	1187511.0	1.0899758495768	3	0.88483036849701	3	0.867535542991045	3	0.80391981796027	3	0.943846971888454	3	1.10371359392723	3	0.853371510248862	3	0.974402330286915	3	1.05531279642494	3	0.798477429324303	3
CCDC81	NA	ENSG00000149201	coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]	NA	na	NA	1	1	1	0.0988834	0.0935598	1.0	103271.0	1.03032935477633	1	0.797248858927422	1	1.04000008829188	1	0.765327151025194	1	1.00431430095577	1	0.887357994814148	1	0.955803533821172	1	0.97277380511762	1	0.945437099213116	1	0.856126472580459	1
CCDC82	NA	ENSG00000149231	coiled-coil domain containing 82 [Source:HGNC Symbol;Acc:HGNC:26282]	NA	na	NA	3	3	4	1.150745635204736e-09	0.000269579	0.0252342	7603405.666666667	0.991885619052705	4	1.0655635475386	4	0.990592430202318	4	0.694912434617288	4	0.908075920981352	4	1.05029533153998	4	0.581897750288156	4	1.02304618036278	4	0.996323293737821	4	0.960849733477716	4
CCDC84	NA	ENSG00000280975	coiled-coil domain containing 84 [Source:HGNC Symbol;Acc:HGNC:30460]	NA	na	NA	3	3	3	1.560447288889011e-07	0.0	0.00162245	2132744.0	1.06425153914871	3	0.985343936197908	3	0.982674987363721	3	0.834793329807695	3	0.998719575725189	3	1.3505607708506	3	0.894757052232026	3	1.0878008866913	3	0.961225018987346	3	1.09763415198038	3
CCDC85A	NA	ENSG00000055813	coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]	NA	na	NA	1	1	1	0.012577	0.0110611	0.675476	4214340.0	1.13538062382856	1	0.925487560742711	1	1.08234522985391	1	1.01184223156552	1	1.10246155153196	1	1.27492064131423	1	0.985257419607402	1	0.784837092268816	1	0.888404756618564	1	1.03891008838639	1
CCDC85B	NA	ENSG00000175602	coiled-coil domain containing 85B [Source:HGNC Symbol;Acc:HGNC:24926]	NA	na	NA	2	3	8	1.6595629494400003e-09	0.0	0.00162245	8270526.0	1.06168448578541	4	0.889016498721064	4	0.905067098677512	4	0.957788288852211	4	0.932750573242108	4	1.07212047303831	4	0.89500421380466	4	1.01071702340285	4	0.944180674467524	4	0.887787604043317	4
CCDC85C	NA	ENSG00000205476	coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:HGNC:35459]	NA	na	NA	7	8	14	4.890926350645202e-26	0.0	0.00162245	13151151.666666666	1.05122517755525	13	1.04294554814312	12	1.0635083169914	13	0.922354417282546	13	0.923595700451161	13	1.16436136591075	13	0.849112132908644	13	1.03265052163917	13	0.930692383880309	13	1.10856415591766	13
CCDC86	NA	ENSG00000110104	coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:HGNC:28359]	NA	na	NA	20	21	52	1.3855227280643097e-91	0.0	0.00162245	652345765.3333334	0.995396512313166	48	0.908325424820541	47	1.18082146704102	48	0.904862776784281	47	0.983691912018943	49	1.07587618535006	49	0.982615812197054	48	0.985464221728176	47	0.879652431696217	48	0.964808319913195	49
CCDC88A	NA	ENSG00000115355	coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523]	NA	na	NA	73	76	133	2.6129857077203072e-283	0.0	0.00162245	93986424.0	1.05786891598622	129	1.00000999928375	129	0.876102900366666	129	0.92055082194715	129	1.01666822913208	129	0.979968598844601	128	0.892863990873949	129	0.939107641066067	129	0.984505215468835	129	0.925196390394252	129
CCDC88B	NA	ENSG00000168071	coiled-coil domain containing 88B [Source:HGNC Symbol;Acc:HGNC:26757]	NA	na	NA	1	1	1	0.195198	0.10031	1.0	1725823.0	1.13122151873074	1	1.03184004194392	1	0.863468958895459	1	1.52303612369898	1	0.89240369222831	1	1.03885854129502	1	1.18786100830749	1	0.984507221770014	1	0.993367380345189	1	0.911363704517099	1
CCDC88C	NA	ENSG00000015133	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]	NA	na	NA	8	11	12	4.1411260395961555e-20	0.000269579	0.0252342	3722439.6666666665	0.986560727226734	7	1.08948449375707	8	0.980778620687724	8	1.31429103266731	8	1.02360835800004	8	1.11559778291291	8	1.22216905857099	8	1.00497662079462	8	0.920420755657607	8	1.00878130570904	8
CCDC9	NA	ENSG00000105321	coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560]	NA	na	NA	20	20	39	3.965930821438161e-58	0.0	0.00162245	107688666.66666667	0.983717518803955	39	1.02188372295292	39	1.0085886480582	39	0.986906897397708	39	1.0223200174713	39	1.15466114475852	39	0.966733685999852	39	0.972882164922708	39	0.985527258066386	39	1.0353860604593	39
CCDC90B	NA	ENSG00000137500	coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]	NA	na	NA	8	8	14	5.621832260518448e-17	0.0	0.00162245	28205605.333333332	1.11828601917336	14	1.08439646406712	14	0.83852143702233	14	1.04753536148455	14	1.01765510630691	14	0.964714854213286	14	1.01325322829207	14	0.882760849639293	14	1.07471004222544	14	0.959617440265466	14
CCDC91	NA	ENSG00000123106	coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]	NA	na	NA	26	27	56	3.411978775271145e-62	0.0	0.00162245	151818330.66666666	1.04304188892509	54	1.11405950749329	54	0.847412925822451	55	1.09763035427642	55	1.01350601134677	55	1.0880562063234	55	1.03970870336358	55	0.948898702249958	55	1.06630301740187	55	0.941851825134838	55
CCDC92	NA	ENSG00000275035	coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]	NA	na	NA	2	2	2	4.63531276089e-07	0.000269579	0.1121595	8800736.5	0.899911461904576	2	1.21456612712333	2	0.868966648513323	2	1.26273613969478	2	1.0353144635014	2	1.15325731644663	2	1.0995604281973	2	1.06358090792851	2	1.18422204230643	2	1.03306609444965	2
CCDC93	NA	ENSG00000125633	coiled-coil domain containing 93 [Source:HGNC Symbol;Acc:HGNC:25611]	NA	na	NA	28	28	55	1.8239879416617743e-87	0.0	0.00162245	264321298.66666666	1.00661314758669	55	1.03332365480728	55	0.955594598040025	55	1.04874284340896	55	1.02711509221484	55	0.977338968599313	55	1.0263431853751	55	0.966776832567342	55	1.0271601916775	55	1.00008128671561	55
CCDC94	NA	ENSG00000105248	coiled-coil domain containing 94 [Source:HGNC Symbol;Acc:HGNC:25518]	NA	na	NA	15	16	31	1.9679864470427943e-66	0.0	0.00162245	75745353.33333333	0.984546263833517	30	1.08556691628548	30	1.04231238513232	30	0.975094187198862	30	0.975529037745128	30	1.13383630904787	30	0.922683410517329	30	1.00189204023612	30	1.05482705301501	30	1.16465773186743	30
CCDC97	NA	ENSG00000142039	coiled-coil domain containing 97 [Source:HGNC Symbol;Acc:HGNC:28289]	NA	na	NA	9	9	14	6.749171321893177e-41	0.0	0.00162245	26862542.0	1.06874015343469	14	0.71985104537722	14	0.919850232433037	14	1.12178805363969	14	0.984465131333538	14	1.07075045334341	14	1.08832980856155	14	0.990197334870168	14	0.679653235513098	14	1.01604380734269	14
CCHCR1	NA	ENSG00000206457	coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:HGNC:13930]	NA	na	NA	6	6	6	7.690735736403413e-23	0.0	0.00162245	3962513.0	1.06492983254101	6	0.823879927886954	5	0.905169740794309	6	0.995654985571196	6	0.999606699453813	6	1.000074913049	6	0.980710250572814	5	0.962491786926655	6	0.874104928685279	6	1.10279243316622	6
CCM2	NA	ENSG00000136280	cerebral cavernous malformation 2 [Source:HGNC Symbol;Acc:HGNC:21708]	NA	na	NA	7	7	11	7.393344971906968e-28	0.0	0.00162245	13571355.666666666	0.949029697068544	10	0.965281011778601	10	0.911208274171904	11	1.14918388984843	11	1.00408637476751	10	1.02889516545792	11	1.11963150431413	11	0.9835938722091	11	0.995666740655438	11	1.0559096367481	11
CCNA2	NA	ENSG00000145386	cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]	NA	na	NA	8	8	14	3.1248109798902636e-41	0.0	0.00162245	317478062.0	1.01934517676033	14	1.01583500014172	14	1.40283685323959	14	0.821882251303856	14	0.941847602842639	14	1.27387149764959	14	0.970372747887371	14	1.0418261735634	14	1.10304769406682	14	1.28345614259682	14
CCNB1	NA	ENSG00000134057	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]	NA	na	NA	17	17	51	3.8457652025716924e-61	0.0	0.00162245	293013493.3333333	0.960182838185046	49	0.887623787356256	50	1.46752722965399	51	0.870973889844982	50	0.960004032798363	51	1.16540284860592	51	0.841610293555267	50	1.06177494418812	51	0.872656263398243	51	1.2988710701259	51
CCNB2	NA	ENSG00000157456	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	NA	na	NA	7	7	12	1.9982879207862302e-22	0.0	0.00162245	21744114.0	1.0087650071057	12	0.898183050797912	11	1.1102703495867	12	0.838782514064634	11	0.995874782397661	11	0.979847078923576	12	0.758579291298214	11	1.02379312312685	12	0.853293481138838	12	1.01403747370868	12
CCNB3	NA	ENSG00000147082	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	NA	na	NA	1	1	2	0.105621	0.09622335	1.0	1672003.5	1.03729223296166	2	1.1937560019476	2	0.954210246303466	2	0.980871941457094	2	1.02504099031081	2	1.23202503686673	2	0.943532568916059	2	0.94705753969918	2	1.0421432164832	2	1.03424594287468	2
CCNC	NA	ENSG00000112237	cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]	NA	na	NA	2	2	2	2.3123159895e-06	0.0	0.00162245	6375724.0	0.936211397495464	2	0.96956917453649	2	1.08464685549339	2	0.924574108768074	2	1.01562542393109	2	1.00666879564689	2	0.944491896049489	2	1.04861867159101	2	0.982385325871042	2	1.08688448742219	2
CCND1	NA	ENSG00000110092	cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]	NA	na	NA	8	8	13	1.888358542579648e-43	0.0	0.00162245	57613570.666666664	0.951527044946993	13	0.757122427329216	13	0.992753998026094	13	0.49395026202084	13	1.08192160610092	13	0.857297724559681	13	0.545876232868621	13	0.974496290641464	13	0.76470705821441	13	0.827442472013489	13
CCND3	NA	ENSG00000112576	cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]	NA	na	NA	1	1	3	2.2501e-05	0.0	0.00162245	3658978.0	0.995814126498574	3	0.976917404012626	3	0.845751151834854	3	0.835451961254393	3	0.944285255745169	3	0.819677174456077	3	0.797506057849319	3	1.0197942465116	3	0.879696870781442	3	0.828961861284488	3
CCNDBP1	NA	ENSG00000166946	cyclin D-type binding-protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]	NA	na	NA	3	4	9	8.576208038279199e-17	0.0	0.00162245	20553070.0	1.09235078189115	6	1.17477809670749	6	0.901185683677616	7	1.33502638230831	6	0.968914241347679	7	0.929895523518824	6	1.27600909347705	6	1.02278560338522	6	1.16452324964309	7	0.997996616432399	7
CCNE1	NA	ENSG00000105173	cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]	NA	na	NA	1	1	1	0.0317621	0.028900799999999997	1.0	3221304.0	0.893834351067066	1	0.963523202941945	1	1.51025838347901	1	1.91738077977164	1	1.03534733784638	1	1.50938942251759	1	2.22489153291149	1	1.06912844905296	1	1.16639473638944	1	1.28350610602242	1
CCNE2	NA	ENSG00000175305	cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]	NA	na	NA	1	1	1	0.000621243	0.000269579	0.1176445	1853597.0	0.98791143274826	1	1.16820831292155	1	1.42502786869149	1	1.12469524138213	1	1.00113540449331	1	1.41448292830297	1	0.959119049096173	1	1.01467322168064	1	1.18428301562924	1	1.4217680942741	1
CCNF	NA	ENSG00000162063	cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]	NA	na	NA	1	1	1	0.000631885	0.000269579	0.1176445	2060774.0	1.00118078821139	1	0.778020705989118	1	1.79208338727164	1	0.916277704327905	1	1.03643976013951	1	1.63377230287093	1	1.07332682177266	1	0.969576391558792	1	0.865209630106384	1	1.52714728460045	1
CCNG1	NA	ENSG00000113328	cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]	NA	na	NA	1	1	1	0.0970367	0.0920334	1.0	NA	1.09935566012228	1	0.747732837535315	1	1.2526034486831	1	1.00074247641159	1	0.727410442835738	1	1.15332532884546	1	1.19700393411828	1	1.16759236736981	1	0.838949717850578	1	1.10292704027713	1
CCNH	NA	ENSG00000134480	cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]	NA	na	NA	14	14	36	9.958247875611826e-55	0.0	0.00162245	323493794.6666667	0.942187886308053	36	0.915258933214509	36	1.22287836289974	36	0.908230822958763	36	1.00682323998502	36	1.024386749907	36	0.917403529686441	36	1.02560512692514	36	0.956353984357083	36	1.0494390264792	36
CCNI	NA	ENSG00000118816	cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]	NA	na	NA	1	1	1	0.020173	0.016695099999999997	0.857305	2773370.0	0.885514823432846	1	0.85353279607537	1	0.939231901333022	1	0.848904813570192	1	0.954913130504206	1	0.805058061798924	1	0.776546509238805	1	1.15175972084831	1	0.8126678426401	1	0.859832656920487	1
CCNK	NA	ENSG00000090061	cyclin K [Source:HGNC Symbol;Acc:HGNC:1596]	NA	na	NA	11	11	16	8.181604972676747e-67	0.0	0.00162245	28830243.333333332	0.954235450670616	16	1.01061663337147	16	1.0952119046073	16	1.05269251236524	16	1.01003081892356	16	1.0619963849699	16	1.02228963263811	16	1.07848157311346	16	0.974380438796079	16	1.04527249631335	16
CCNL1	NA	ENSG00000163660	cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]	NA	na	NA	5	6	9	2.2514019285161244e-12	0.0	0.00162245	12193975.666666666	0.884049806057138	7	0.876181968537648	7	1.14320765702122	7	0.938361697769406	7	0.911370957518159	7	0.824819020695203	7	0.984305112209761	7	1.15836654666522	7	0.992414606271339	7	0.939711769504828	7
CCNL2	NA	ENSG00000221978	cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]	NA	na	NA	6	7	12	2.982885596251658e-20	0.0	0.00162245	20659871.0	0.976767108435099	9	0.941159147455422	8	1.22076878833394	9	1.03688141252301	9	0.912979531734178	8	1.0001016771529	8	1.09600745444324	9	1.04108936620288	9	1.07994556249368	8	1.04635554884603	9
CCNT1	NA	ENSG00000129315	cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]	NA	na	NA	16	18	42	9.927721598106772e-77	0.0	0.00162245	124349066.66666667	0.980297502045898	40	1.00175529583766	40	1.12051236102354	40	0.817012970237157	40	1.00114375053211	40	0.967294341790899	40	0.845834094520946	40	1.01800906509136	40	0.981134077472044	40	1.02262584826549	40
